BU,schedule,range,step,biweekly,ak_annual_salary
SS,500,18,C,2969.6,77209.59999999999
SS,500,19,C,3178.4,82638.40000000001
SS,500,20,C,3398.4,88358.40000000001
SS,500,21,C,3628.8,94348.8
SS,500,22,C,3876.8,100796.8
SS,500,23,C,4146.4,107806.4
SS,500,24,C,4441.6,115481.6
SS,500,25,C,4746.4,123406.4
SS,500,26,C,4920.8,127940.8
SS,500,27,C,5102.4,132662.4
SS,500,9,D,1688.8,43908.799999999996
SS,500,10,D,1791.2,46571.200000000004
SS,500,11,D,1902.4,49462.4
SS,500,12,D,2030.4,52790.4
SS,500,13,D,2172.8,56492.8
SS,500,14,D,2328.8,60548.8
SS,500,15,D,2493.6,64833.6
SS,500,16,D,2682.4,69742.40000000001
SS,500,17,D,2871.2,74651.2
SS,500,18,D,3064.8,79684.8
SS,500,19,D,3276.8,85196.8
SS,500,20,D,3499.2,90979.2
SS,500,21,D,3741.6,97281.59999999999
SS,500,22,D,4001.6,104041.59999999999
SS,500,23,D,4284.8,111404.8
SS,500,24,D,4595.2,119475.2
SS,500,25,D,4920.8,127940.8
SS,500,26,D,5102.4,132662.4
SS,500,27,D,5285.6,137425.6
SS,500,9,E,1734.4,45094.4
SS,500,10,E,1843.2,47923.200000000004
SS,500,11,E,1964.0,51064.0
SS,500,12,E,2097.6,54537.6
SS,500,13,E,2251.2,58531.2
SS,500,14,E,2416.8,62836.8
SS,500,15,E,2589.6,67329.59999999999
SS,500,16,E,2776.0,72176.0
SS,500,17,E,2969.6,77209.59999999999
SS,500,18,E,3178.4,82638.40000000001
SS,500,19,E,3398.4,88358.40000000001
SS,500,20,E,3628.8,94348.8
SS,500,21,E,3876.8,100796.8
SS,500,22,E,4146.4,107806.4
SS,500,23,E,4441.6,115481.6
SS,500,24,E,4746.4,123406.4
SS,500,25,E,5102.4,132662.4
SS,500,26,E,5285.6,137425.6
SS,500,27,E,5485.6,142625.6
SS,500,9,J,1790.4,46550.4
SS,500,10,J,1903.2,49483.200000000004
SS,500,11,J,2028.0,52728.0
SS,500,12,J,2165.6,56305.6
SS,500,13,J,2324.0,60424.0
SS,500,14,J,2495.2,64875.2
SS,500,15,J,2673.6,69513.59999999999
SS,500,16,J,2866.4,74526.40000000001
SS,500,17,J,3066.4,79726.40000000001
SS,500,18,J,3281.6,85321.59999999999
SS,500,19,J,3508.8,91228.8
SS,500,20,J,3746.4,97406.40000000001
SS,500,21,J,4002.4,104062.40000000001
SS,500,22,J,4280.8,111300.8
SS,500,23,J,4585.6,119225.6
SS,500,24,J,4900.8,127420.8
SS,500,25,J,5268.0,136968.0
SS,500,26,J,5457.6,141897.6
SS,500,27,J,5664.0,147264.0
SS,500,9,K,1848.8,48068.799999999996
SS,500,10,K,1964.8,51084.799999999996
SS,500,11,K,2093.6,54433.6
SS,500,12,K,2236.0,58136.0
SS,500,13,K,2399.2,62379.2
SS,500,14,K,2576.0,66976.0
SS,500,15,K,2760.8,71780.8
SS,500,16,K,2959.2,76939.2
SS,500,17,K,3166.4,82326.40000000001
SS,500,18,K,3388.0,88088.0
SS,500,19,K,3623.2,94203.2
SS,500,20,K,3868.0,100568.0
SS,500,21,K,4132.8,107452.8
SS,500,22,K,4420.0,114920.0
SS,500,23,K,4734.4,123094.4
SS,500,24,K,5060.0,131560.0
SS,500,25,K,5439.2,141419.19999999998
SS,500,26,K,5635.2,146515.19999999998
SS,500,27,K,5848.0,152048.0
SS,500,9,L,1908.8,49628.799999999996
SS,500,10,L,2028.8,52748.799999999996
SS,500,11,L,2161.6,56201.6
SS,500,12,L,2308.8,60028.8
SS,500,13,L,2476.8,64396.8
SS,500,14,L,2660.0,69160.0
SS,500,15,L,2850.4,74110.40000000001
SS,500,16,L,3055.2,79435.2
SS,500,17,L,3269.6,85009.59999999999
SS,500,18,L,3498.4,90958.40000000001
SS,500,19,L,3740.8,97260.8
SS,500,20,L,3993.6,103833.59999999999
SS,500,21,L,4267.2,110947.2
SS,500,22,L,4564.0,118664.0
SS,500,23,L,4888.0,127088.0
SS,500,24,L,5224.8,135844.80000000002
SS,500,25,L,5616.0,146016.0
SS,500,26,L,5818.4,151278.4
SS,500,27,L,6038.4,156998.4
SS,500,9,M,1971.2,51251.200000000004
SS,500,10,M,2094.4,54454.4
SS,500,11,M,2232.0,58032.0
SS,500,12,M,2384.0,61984.0
SS,500,13,M,2557.6,66497.59999999999
SS,500,14,M,2746.4,71406.40000000001
SS,500,15,M,2943.2,76523.2
SS,500,16,M,3154.4,82014.40000000001
SS,500,17,M,3376.0,87776.0
SS,500,18,M,3612.0,93912.0
SS,500,19,M,3862.4,100422.40000000001
SS,500,20,M,4123.2,107203.2
SS,500,21,M,4405.6,114545.6
SS,500,22,M,4712.0,122512.0
SS,500,23,M,5047.2,131227.19999999998
SS,500,24,M,5394.4,140254.4
SS,500,25,M,5798.4,150758.4
SS,500,26,M,6007.2,156187.19999999998
SS,500,27,M,6234.4,162094.4
SS,500,9,N,2035.2,52915.200000000004
SS,500,10,N,2162.4,56222.4
SS,500,11,N,2304.8,59924.8
SS,500,12,N,2461.6,64001.6
SS,500,13,N,2640.8,68660.8
SS,500,14,N,2836.0,73736.0
SS,500,15,N,3039.2,79019.2
SS,500,16,N,3256.8,84676.8
SS,500,17,N,3485.6,90625.59999999999
SS,500,18,N,3729.6,96969.59999999999
SS,500,19,N,3988.0,103688.0
SS,500,20,N,4257.6,110697.6
SS,500,21,N,4548.8,118268.8
SS,500,22,N,4864.8,126484.8
SS,500,23,N,5211.2,135491.19999999998
SS,500,24,N,5569.6,144809.6
SS,500,25,N,5987.2,155667.19999999998
SS,500,26,N,6202.4,161262.4
SS,500,27,N,6436.8,167356.80000000002
SS,500,9,O,2101.6,54641.6
SS,500,10,O,2232.8,58052.8
SS,500,11,O,2380.0,61880.0
SS,500,12,O,2541.6,66081.59999999999
SS,500,13,O,2726.4,70886.40000000001
SS,500,14,O,2928.0,76128.0
SS,500,15,O,3137.6,81577.59999999999
SS,500,16,O,3362.4,87422.40000000001
SS,500,17,O,3599.2,93579.2
SS,500,18,O,3851.2,100131.2
SS,500,19,O,4117.6,107057.6
SS,500,20,O,4396.0,114296.0
SS,500,21,O,4696.8,122116.8
SS,500,22,O,5023.2,130603.2
SS,500,23,O,5380.8,139900.80000000002
SS,500,24,O,5750.4,149510.4
SS,500,25,O,6181.6,160721.6
SS,500,26,O,6404.0,166504.0
SS,500,27,O,6645.6,172785.6
SS,500,9,P,2169.6,56409.6
SS,500,10,P,2305.6,59945.6
SS,500,11,P,2457.6,63897.6
SS,500,12,P,2624.0,68224.0
SS,500,13,P,2815.2,73195.2
SS,500,14,P,3023.2,78603.2
SS,500,15,P,3239.2,84219.2
SS,500,16,P,3472.0,90272.0
SS,500,17,P,3716.0,96616.0
SS,500,18,P,3976.0,103376.0
SS,500,19,P,4251.2,110531.2
SS,500,20,P,4539.2,118019.2
SS,500,21,P,4849.6,126089.6
SS,500,22,P,5186.4,134846.4
SS,500,23,P,5556.0,144456.0
SS,500,24,P,5937.6,154377.6
SS,500,25,P,6382.4,165942.4
SS,500,26,P,6612.0,171912.0
SS,500,27,P,6861.6,178401.6
SS,500,9,Q,2240.0,58240.0
SS,500,10,Q,2380.8,61900.8
SS,500,11,Q,2537.6,65977.59999999999
SS,500,12,Q,2709.6,70449.59999999999
SS,500,13,Q,2906.4,75566.40000000001
SS,500,14,Q,3121.6,81161.59999999999
SS,500,15,Q,3344.8,86964.8
SS,500,16,Q,3584.8,93204.8
SS,500,17,Q,3836.8,99756.8
SS,500,18,Q,4105.6,106745.6
SS,500,19,Q,4389.6,114129.6
SS,500,20,Q,4686.4,121846.4
SS,500,21,Q,5007.2,130187.2
SS,500,22,Q,5355.2,139235.19999999998
SS,500,23,Q,5736.8,149156.80000000002
SS,500,24,Q,6130.4,159390.4
SS,500,25,Q,6589.6,171329.6
SS,500,26,Q,6827.2,177507.19999999998
SS,500,27,Q,7084.8,184204.80000000002
SS,500,9,R,2312.8,60132.8
SS,500,10,R,2458.4,63918.4
SS,500,11,R,2620.0,68120.0
SS,500,12,R,2797.6,72737.59999999999
SS,500,13,R,3000.8,78020.8
SS,500,14,R,3223.2,83803.2
SS,500,15,R,3453.6,89793.59999999999
SS,500,16,R,3701.6,96241.59999999999
SS,500,17,R,3961.6,103001.59999999999
SS,500,18,R,4239.2,110219.2
SS,500,19,R,4532.0,117832.0
SS,500,20,R,4838.4,125798.4
SS,500,21,R,5169.6,134409.6
SS,500,22,R,5529.6,143769.6
SS,500,23,R,5923.2,154003.19999999998
SS,500,24,R,6329.6,164569.6
SS,500,25,R,6804.0,176904.0
SS,500,26,R,7048.8,183268.80000000002
SS,500,27,R,7315.2,190195.19999999998
SS,500,9,S,2388.0,62088.0
SS,500,10,S,2538.4,65998.40000000001
SS,500,11,S,2704.8,70324.8
SS,500,12,S,2888.8,75108.8
SS,500,13,S,3098.4,80558.40000000001
SS,500,14,S,3328.0,86528.0
SS,500,15,S,3565.6,92705.59999999999
SS,500,16,S,3821.6,99361.59999999999
SS,500,17,S,4090.4,106350.40000000001
SS,500,18,S,4376.8,113796.8
SS,500,19,S,4679.2,121659.2
SS,500,20,S,4996.0,129896.0
SS,500,21,S,5337.6,138777.6
SS,500,22,S,5709.6,148449.6
SS,500,23,S,6116.0,159016.0
SS,500,24,S,6535.2,169915.19999999998
SS,500,25,S,7024.8,182644.80000000002
SS,500,26,S,7277.6,189217.6
SS,500,27,S,7552.8,196372.80000000002
SS,500,9,T,2465.6,64105.6
SS,500,10,T,2620.8,68140.8
SS,500,11,T,2792.8,72612.8
SS,500,12,T,2982.4,77542.40000000001
SS,500,13,T,3199.2,83179.2
SS,500,14,T,3436.0,89336.0
SS,500,15,T,3681.6,95721.59999999999
SS,500,16,T,3945.6,102585.59999999999
SS,500,17,T,4223.2,109803.2
SS,500,18,T,4519.2,117499.2
SS,500,19,T,4831.2,125611.2
SS,500,20,T,5158.4,134118.4
SS,500,21,T,5511.2,143291.19999999998
SS,500,22,T,5895.2,153275.19999999998
SS,500,23,T,6314.4,164174.4
SS,500,24,T,6747.2,175427.19999999998
SS,500,25,T,7252.8,188572.80000000002
SS,500,26,T,7514.4,195374.4
SS,500,27,T,7798.4,202758.4
SS,500,9,U,2545.6,66185.59999999999
SS,500,10,U,2705.6,70345.59999999999
SS,500,11,U,2883.2,74963.2
SS,500,12,U,3079.2,80059.2
SS,500,13,U,3303.2,85883.2
SS,500,14,U,3548.0,92248.0
SS,500,15,U,3801.6,98841.59999999999
SS,500,16,U,4073.6,105913.59999999999
SS,500,17,U,4360.8,113380.8
SS,500,18,U,4666.4,121326.4
SS,500,19,U,4988.0,129688.0
SS,500,20,U,5326.4,138486.4
SS,500,21,U,5690.4,147950.4
SS,500,22,U,6086.4,158246.4
SS,500,23,U,6520.0,169520.0
SS,500,24,U,6966.4,181126.4
SS,500,25,U,7488.8,194708.80000000002
SS,500,26,U,7758.4,201718.4
SS,500,27,U,8052.0,209352.0
SS,500,9,V,2628.0,68328.0
SS,500,10,V,2793.6,72633.59999999999
SS,500,11,V,2976.8,77396.8
SS,500,12,V,3179.2,82659.2
SS,500,13,V,3410.4,88670.40000000001
SS,500,14,V,3663.2,95243.2
SS,500,15,V,3924.8,102044.8
SS,500,16,V,4205.6,109345.6
SS,500,17,V,4502.4,117062.4
SS,500,18,V,4818.4,125278.4
SS,500,19,V,5150.4,133910.4
SS,500,20,V,5499.2,142979.19999999998
SS,500,21,V,5875.2,152755.19999999998
SS,500,22,V,6284.0,163384.0
SS,500,23,V,6732.0,175032.0
SS,500,24,V,7192.8,187012.80000000002
SS,500,25,V,7732.0,201032.0
SS,500,26,V,8010.4,208270.4
SS,500,27,V,8313.6,216153.6
SS,500,9,W,2713.6,70553.59999999999
SS,500,10,W,2884.0,74984.0
SS,500,11,W,3073.6,79913.59999999999
SS,500,12,W,3282.4,85342.40000000001
SS,500,13,W,3521.6,91561.59999999999
SS,500,14,W,3782.4,98342.40000000001
SS,500,15,W,4052.0,105352.0
SS,500,16,W,4342.4,112902.4
SS,500,17,W,4648.8,120868.8
SS,500,18,W,4975.2,129355.2
SS,500,19,W,5317.6,138257.6
SS,500,20,W,5677.6,147617.6
SS,500,21,W,6066.4,157726.4
SS,500,22,W,6488.0,168688.0
SS,500,23,W,6950.4,180710.4
SS,500,24,W,7426.4,193086.4
SS,500,25,W,7983.2,207563.19999999998
SS,500,26,W,8270.4,215030.4
SS,500,27,W,8584.0,223184.0
SS,500,9,X,2801.6,72841.59999999999
SS,500,10,X,2977.6,77417.59999999999
SS,500,11,X,3173.6,82513.59999999999
SS,500,12,X,3388.8,88108.8
SS,500,13,X,3636.0,94536.0
SS,500,14,X,3905.6,101545.59999999999
SS,500,15,X,4184.0,108784.0
SS,500,16,X,4483.2,116563.2
SS,500,17,X,4800.0,124800.0
SS,500,18,X,5136.8,133556.80000000002
SS,500,19,X,5490.4,142750.4
SS,500,20,X,5862.4,152422.4
SS,500,21,X,6263.2,162843.19999999998
SS,500,22,X,6699.2,174179.19999999998
SS,500,23,X,7176.0,186576.0
SS,500,24,X,7668.0,199368.0
SS,500,25,X,8242.4,214302.4
SS,500,26,X,8539.2,222019.2
SS,500,27,X,8863.2,230443.2
SS,500,9,Y,2892.8,75212.8
SS,500,10,Y,3074.4,79934.40000000001
SS,500,11,Y,3276.8,85196.8
SS,500,12,Y,3499.2,90979.2
SS,500,13,Y,3754.4,97614.40000000001
SS,500,14,Y,4032.8,104852.8
SS,500,15,Y,4320.0,112320.0
SS,500,16,Y,4628.8,120348.8
SS,500,17,Y,4956.0,128856.0
SS,500,18,Y,5304.0,137904.0
SS,500,19,Y,5668.8,147388.80000000002
SS,500,20,Y,6052.8,157372.80000000002
SS,500,21,Y,6466.4,168126.4
SS,500,22,Y,6916.8,179836.80000000002
SS,500,23,Y,7409.6,192649.6
SS,500,24,Y,7917.6,205857.6
SS,500,25,Y,8510.4,221270.4
SS,500,26,Y,8816.8,229236.8
SS,500,27,Y,9151.2,237931.2
SS,500,9,Z,2987.2,77667.2
SS,500,10,Z,3174.4,82534.40000000001
SS,500,11,Z,3383.2,87963.2
SS,500,12,Z,3612.8,93932.8
SS,500,13,Z,3876.8,100796.8
SS,500,14,Z,4164.0,108264.0
SS,500,15,Z,4460.8,115980.8
SS,500,16,Z,4779.2,124259.2
SS,500,17,Z,5116.8,133036.80000000002
SS,500,18,Z,5476.0,142376.0
SS,500,19,Z,5852.8,152172.80000000002
SS,500,20,Z,6249.6,162489.6
SS,500,21,Z,6676.8,173596.80000000002
SS,500,22,Z,7141.6,185681.6
SS,500,23,Z,7650.4,198910.4
SS,500,24,Z,8175.2,212555.19999999998
SS,500,25,Z,8787.2,228467.2
SS,500,26,Z,9103.2,236683.2
SS,500,27,Z,9448.8,245668.8
SS,600,9,A,1541.6,40081.6
SS,600,10,A,1635.2,42515.200000000004
SS,600,11,A,1734.4,45094.4
SS,600,12,A,1843.2,47923.200000000004
SS,600,13,A,1964.0,51064.0
SS,600,14,A,2097.6,54537.6
SS,600,15,A,2251.2,58531.2
SS,600,16,A,2416.8,62836.8
SS,600,17,A,2589.6,67329.59999999999
SS,600,18,A,2776.0,72176.0
SS,600,19,A,2969.6,77209.59999999999
SS,600,20,A,3178.4,82638.40000000001
SS,600,21,A,3398.4,88358.40000000001
SS,600,22,A,3628.8,94348.8
SS,600,23,A,3876.8,100796.8
SS,600,24,A,4146.4,107806.4
SS,600,25,A,4441.6,115481.6
SS,600,26,A,4595.2,119475.2
SS,600,27,A,4746.4,123406.4
SS,600,9,B,1586.4,41246.4
SS,600,10,B,1688.8,43908.799999999996
SS,600,11,B,1791.2,46571.200000000004
SS,600,12,B,1902.4,49462.4
SS,600,13,B,2030.4,52790.4
SS,600,14,B,2172.8,56492.8
SS,600,15,B,2328.8,60548.8
SS,600,16,B,2493.6,64833.6
SS,600,17,B,2682.4,69742.40000000001
SS,600,18,B,2871.2,74651.2
SS,600,19,B,3064.8,79684.8
SS,600,20,B,3276.8,85196.8
SS,600,21,B,3499.2,90979.2
SS,600,22,B,3741.6,97281.59999999999
SS,600,23,B,4001.6,104041.59999999999
SS,600,24,B,4284.8,111404.8
SS,600,25,B,4595.2,119475.2
SS,600,26,B,4746.4,123406.4
SS,600,27,B,4920.8,127940.8
SS,600,9,C,1635.2,42515.200000000004
SS,600,10,C,1734.4,45094.4
SS,600,11,C,1843.2,47923.200000000004
SS,600,12,C,1964.0,51064.0
SS,600,13,C,2097.6,54537.6
SS,600,14,C,2251.2,58531.2
SS,600,15,C,2416.8,62836.8
SS,600,16,C,2589.6,67329.59999999999
SS,600,17,C,2776.0,72176.0
SS,600,18,C,2969.6,77209.59999999999
SS,600,19,C,3178.4,82638.40000000001
SS,600,20,C,3398.4,88358.40000000001
SS,600,21,C,3628.8,94348.8
SS,600,22,C,3876.8,100796.8
SS,600,23,C,4146.4,107806.4
SS,600,24,C,4441.6,115481.6
SS,600,25,C,4746.4,123406.4
SS,600,26,C,4920.8,127940.8
SS,600,27,C,5102.4,132662.4
SS,600,9,D,1688.8,43908.799999999996
SS,600,10,D,1791.2,46571.200000000004
SS,600,11,D,1902.4,49462.4
SS,600,12,D,2030.4,52790.4
SS,600,13,D,2172.8,56492.8
SS,600,14,D,2328.8,60548.8
SS,600,15,D,2493.6,64833.6
SS,600,16,D,2682.4,69742.40000000001
SS,600,17,D,2871.2,74651.2
SS,600,18,D,3064.8,79684.8
SS,600,19,D,3276.8,85196.8
SS,600,20,D,3499.2,90979.2
SS,600,21,D,3741.6,97281.59999999999
SS,600,22,D,4001.6,104041.59999999999
SS,600,23,D,4284.8,111404.8
SS,600,24,D,4595.2,119475.2
SS,600,25,D,4920.8,127940.8
SS,600,26,D,5102.4,132662.4
SS,600,27,D,5285.6,137425.6
SS,600,9,E,1734.4,45094.4
SS,600,10,E,1843.2,47923.200000000004
SS,600,11,E,1964.0,51064.0
SS,600,12,E,2097.6,54537.6
SS,600,13,E,2251.2,58531.2
SS,600,14,E,2416.8,62836.8
SS,600,15,E,2589.6,67329.59999999999
SS,600,16,E,2776.0,72176.0
SS,600,17,E,2969.6,77209.59999999999
SS,600,18,E,3178.4,82638.40000000001
SS,600,19,E,3398.4,88358.40000000001
SS,600,20,E,3628.8,94348.8
SS,600,21,E,3876.8,100796.8
SS,600,22,E,4146.4,107806.4
SS,600,23,E,4441.6,115481.6
SS,600,24,E,4746.4,123406.4
SS,600,25,E,5102.4,132662.4
SS,600,26,E,5285.6,137425.6
SS,600,27,E,5485.6,142625.6
SS,600,9,J,1790.4,46550.4
SS,600,10,J,1903.2,49483.200000000004
SS,600,11,J,2028.0,52728.0
SS,600,12,J,2165.6,56305.6
SS,600,13,J,2324.0,60424.0
SS,600,14,J,2495.2,64875.2
SS,600,15,J,2673.6,69513.59999999999
SS,600,16,J,2866.4,74526.40000000001
SS,600,17,J,3066.4,79726.40000000001
SS,600,18,J,3281.6,85321.59999999999
SS,600,19,J,3508.8,91228.8
SS,600,20,J,3746.4,97406.40000000001
SS,600,21,J,4002.4,104062.40000000001
SS,600,22,J,4280.8,111300.8
SS,600,23,J,4585.6,119225.6
SS,600,24,J,4900.8,127420.8
SS,600,25,J,5268.0,136968.0
SS,600,26,J,5457.6,141897.6
SS,600,27,J,5664.0,147264.0
SS,600,9,K,1848.8,48068.799999999996
SS,600,10,K,1964.8,51084.799999999996
SS,600,11,K,2093.6,54433.6
SS,600,12,K,2236.0,58136.0
SS,600,13,K,2399.2,62379.2
SS,600,14,K,2576.0,66976.0
SS,600,15,K,2760.8,71780.8
SS,600,16,K,2959.2,76939.2
SS,600,17,K,3166.4,82326.40000000001
SS,600,18,K,3388.0,88088.0
SS,600,19,K,3623.2,94203.2
SS,600,20,K,3868.0,100568.0
SS,600,21,K,4132.8,107452.8
SS,600,22,K,4420.0,114920.0
SS,600,23,K,4734.4,123094.4
SS,600,24,K,5060.0,131560.0
SS,600,25,K,5439.2,141419.19999999998
SS,600,26,K,5635.2,146515.19999999998
SS,600,27,K,5848.0,152048.0
SS,600,9,L,1908.8,49628.799999999996
SS,600,10,L,2028.8,52748.799999999996
SS,600,11,L,2161.6,56201.6
SS,600,12,L,2308.8,60028.8
SS,600,13,L,2476.8,64396.8
SS,600,14,L,2660.0,69160.0
SS,600,15,L,2850.4,74110.40000000001
SS,600,16,L,3055.2,79435.2
SS,600,17,L,3269.6,85009.59999999999
SS,600,18,L,3498.4,90958.40000000001
SS,600,19,L,3740.8,97260.8
SS,600,20,L,3993.6,103833.59999999999
SS,600,21,L,4267.2,110947.2
SS,600,22,L,4564.0,118664.0
SS,600,23,L,4888.0,127088.0
SS,600,24,L,5224.8,135844.80000000002
SS,600,25,L,5616.0,146016.0
SS,600,26,L,5818.4,151278.4
SS,600,27,L,6038.4,156998.4
SS,600,9,M,1971.2,51251.200000000004
SS,600,10,M,2094.4,54454.4
SS,600,11,M,2232.0,58032.0
SS,600,12,M,2384.0,61984.0
SS,600,13,M,2557.6,66497.59999999999
SS,600,14,M,2746.4,71406.40000000001
SS,600,15,M,2943.2,76523.2
SS,600,16,M,3154.4,82014.40000000001
SS,600,17,M,3376.0,87776.0
SS,600,18,M,3612.0,93912.0
SS,600,19,M,3862.4,100422.40000000001
SS,600,20,M,4123.2,107203.2
SS,600,21,M,4405.6,114545.6
SS,600,22,M,4712.0,122512.0
SS,600,23,M,5047.2,131227.19999999998
SS,600,24,M,5394.4,140254.4
SS,600,25,M,5798.4,150758.4
SS,600,26,M,6007.2,156187.19999999998
SS,600,27,M,6234.4,162094.4
SS,600,9,N,2035.2,52915.200000000004
SS,600,10,N,2162.4,56222.4
SS,600,11,N,2304.8,59924.8
SS,600,12,N,2461.6,64001.6
SS,600,13,N,2640.8,68660.8
SS,600,14,N,2836.0,73736.0
SS,600,15,N,3039.2,79019.2
SS,600,16,N,3256.8,84676.8
SS,600,17,N,3485.6,90625.59999999999
SS,600,18,N,3729.6,96969.59999999999
SS,600,19,N,3988.0,103688.0
SS,600,20,N,4257.6,110697.6
SS,600,21,N,4548.8,118268.8
SS,600,22,N,4864.8,126484.8
SS,600,23,N,5211.2,135491.19999999998
SS,600,24,N,5569.6,144809.6
SS,600,25,N,5987.2,155667.19999999998
SS,600,26,N,6202.4,161262.4
SS,600,27,N,6436.8,167356.80000000002
SS,600,9,O,2101.6,54641.6
SS,600,10,O,2232.8,58052.8
SS,600,11,O,2380.0,61880.0
SS,600,12,O,2541.6,66081.59999999999
SS,600,13,O,2726.4,70886.40000000001
SS,600,14,O,2928.0,76128.0
SS,600,15,O,3137.6,81577.59999999999
SS,600,16,O,3362.4,87422.40000000001
SS,600,17,O,3599.2,93579.2
SS,600,18,O,3851.2,100131.2
SS,600,19,O,4117.6,107057.6
SS,600,20,O,4396.0,114296.0
SS,600,21,O,4696.8,122116.8
SS,600,22,O,5023.2,130603.2
SS,600,23,O,5380.8,139900.80000000002
SS,600,24,O,5750.4,149510.4
SS,600,25,O,6181.6,160721.6
SS,600,26,O,6404.0,166504.0
SS,600,27,O,6645.6,172785.6
SS,600,9,P,2169.6,56409.6
SS,600,10,P,2305.6,59945.6
SS,600,11,P,2457.6,63897.6
SS,600,12,P,2624.0,68224.0
SS,600,13,P,2815.2,73195.2
SS,600,14,P,3023.2,78603.2
SS,600,15,P,3239.2,84219.2
SS,600,16,P,3472.0,90272.0
SS,600,17,P,3716.0,96616.0
SS,600,18,P,3976.0,103376.0
SS,600,19,P,4251.2,110531.2
SS,600,20,P,4539.2,118019.2
SS,600,21,P,4849.6,126089.6
SS,600,22,P,5186.4,134846.4
SS,600,23,P,5556.0,144456.0
SS,600,24,P,5937.6,154377.6
SS,600,25,P,6382.4,165942.4
SS,600,26,P,6612.0,171912.0
SS,600,27,P,6861.6,178401.6
SS,600,9,Q,2240.0,58240.0
SS,600,10,Q,2380.8,61900.8
SS,600,11,Q,2537.6,65977.59999999999
SS,600,12,Q,2709.6,70449.59999999999
SS,600,13,Q,2906.4,75566.40000000001
SS,600,14,Q,3121.6,81161.59999999999
SS,600,15,Q,3344.8,86964.8
SS,600,16,Q,3584.8,93204.8
SS,600,17,Q,3836.8,99756.8
SS,600,18,Q,4105.6,106745.6
SS,600,19,Q,4389.6,114129.6
SS,600,20,Q,4686.4,121846.4
SS,600,21,Q,5007.2,130187.2
SS,600,22,Q,5355.2,139235.19999999998
SS,600,23,Q,5736.8,149156.80000000002
SS,600,24,Q,6130.4,159390.4
SS,600,25,Q,6589.6,171329.6
SS,600,26,Q,6827.2,177507.19999999998
SS,600,27,Q,7084.8,184204.80000000002
SS,600,9,R,2312.8,60132.8
SS,600,10,R,2458.4,63918.4
SS,600,11,R,2620.0,68120.0
SS,600,12,R,2797.6,72737.59999999999
SS,600,13,R,3000.8,78020.8
SS,600,14,R,3223.2,83803.2
SS,600,15,R,3453.6,89793.59999999999
SS,600,16,R,3701.6,96241.59999999999
SS,600,17,R,3961.6,103001.59999999999
SS,600,18,R,4239.2,110219.2
SS,600,19,R,4532.0,117832.0
SS,600,20,R,4838.4,125798.4
SS,600,21,R,5169.6,134409.6
SS,600,22,R,5529.6,143769.6
SS,600,23,R,5923.2,154003.19999999998
SS,600,24,R,6329.6,164569.6
SS,600,25,R,6804.0,176904.0
SS,600,26,R,7048.8,183268.80000000002
SS,600,27,R,7315.2,190195.19999999998
SS,600,9,S,2388.0,62088.0
SS,600,10,S,2538.4,65998.40000000001
SS,600,11,S,2704.8,70324.8
SS,600,12,S,2888.8,75108.8
SS,600,13,S,3098.4,80558.40000000001
SS,600,14,S,3328.0,86528.0
SS,600,15,S,3565.6,92705.59999999999
SS,600,16,S,3821.6,99361.59999999999
SS,600,17,S,4090.4,106350.40000000001
SS,600,18,S,4376.8,113796.8
SS,600,19,S,4679.2,121659.2
SS,600,20,S,4996.0,129896.0
SS,600,21,S,5337.6,138777.6
SS,600,22,S,5709.6,148449.6
SS,600,23,S,6116.0,159016.0
SS,600,24,S,6535.2,169915.19999999998
SS,600,25,S,7024.8,182644.80000000002
SS,600,26,S,7277.6,189217.6
SS,600,27,S,7552.8,196372.80000000002
SS,600,9,T,2465.6,64105.6
SS,600,10,T,2620.8,68140.8
SS,600,11,T,2792.8,72612.8
SS,600,12,T,2982.4,77542.40000000001
SS,600,13,T,3199.2,83179.2
SS,600,14,T,3436.0,89336.0
SS,600,15,T,3681.6,95721.59999999999
SS,600,16,T,3945.6,102585.59999999999
SS,600,17,T,4223.2,109803.2
SS,600,18,T,4519.2,117499.2
SS,600,19,T,4831.2,125611.2
SS,600,20,T,5158.4,134118.4
SS,600,21,T,5511.2,143291.19999999998
SS,600,22,T,5895.2,153275.19999999998
SS,600,23,T,6314.4,164174.4
SS,600,24,T,6747.2,175427.19999999998
SS,600,25,T,7252.8,188572.80000000002
SS,600,26,T,7514.4,195374.4
SS,600,27,T,7798.4,202758.4
SS,600,9,U,2545.6,66185.59999999999
SS,600,10,U,2705.6,70345.59999999999
SS,600,11,U,2883.2,74963.2
SS,600,12,U,3079.2,80059.2
SS,600,13,U,3303.2,85883.2
SS,600,14,U,3548.0,92248.0
SS,600,15,U,3801.6,98841.59999999999
SS,600,16,U,4073.6,105913.59999999999
SS,600,17,U,4360.8,113380.8
SS,600,18,U,4666.4,121326.4
SS,600,19,U,4988.0,129688.0
SS,600,20,U,5326.4,138486.4
SS,600,21,U,5690.4,147950.4
SS,600,22,U,6086.4,158246.4
SS,600,23,U,6520.0,169520.0
SS,600,24,U,6966.4,181126.4
SS,600,25,U,7488.8,194708.80000000002
SS,600,26,U,7758.4,201718.4
SS,600,27,U,8052.0,209352.0
SS,600,9,V,2628.0,68328.0
SS,600,10,V,2793.6,72633.59999999999
SS,600,11,V,2976.8,77396.8
